Rotor 1 : vbmrotor_1
Iteration, Elapsed Time, Thrust [N], Torque [Nm], Power [W], Roll_Moment [Nm], Pitch_Moment [Nm], X_Force [N], Y_Force [N]
1, 0, -39.86136, 167.5476, 62643.22, -2.836665e-06, -2.917961e-06, -1.470635e-05, 1.618271e-05
2, 0, -146.9589, 167.1366, 62489.54, -0.0002045175, -0.0002907335, -0.001370239, 0.00646857
3, 0, -243.8377, 169.3488, 63316.63, -0.0006949337, 0.0001477879, -0.0001726196, 0.005279595
4, 0, -341.6446, 173.1376, 64733.19, -0.001295368, -8.884546e-05, -0.007836778, 0.0170549
5, 0, -425.6396, 172.1608, 64367.99, -0.002147904, -0.001306978, -0.01400252, 0.02824517
6, 0, -443.9381, 150.2594, 56179.43, -0.003471045, -0.008523963, -0.01694778, 0.04427002
7, 0, -181.4948, 53.31979, 19935.36, -0.003096286, -0.005021342, -0.01115053, 0.01359789
8, 0, 56.86249, -20.95896, 7836.198, -0.00614843, 0.003991043, -0.01956072, -0.01436461
9, 0, 314.8769, -93.43147, 34932.44, 0.02004353, 0.02959144, 0.0555101, -0.07190138
10, 0, 593.5892, -166.34, 62191.71, 0.09399581, 0.0007592835, 0.2316453, 0.05126156
11, 0, 905.5883, -247.8414, 92663.67, 0.02514412, 0.03965212, 0.03923362, -0.1032937
12, 0, 659.0347, -184.6786, 69048.17, 0.1024539, 0.02092592, 0.257198, -0.0055279
13, 0, 719.3606, -200.1906, 74847.85, 0.007243344, 0.002314863, -0.01401579, -0.01960149
14, 0, 717.3661, -199.7172, 74670.86, 0.02537389, 0.01357932, 0.0734711, -0.03365238
15, 0, 737.2742, -204.78, 76563.76, 0.007853656, 0.003463838, 0.01588355, -0.01413633
16, 0, 745.3108, -206.8066, 77321.49, 0.008125366, 0.006958099, 0.02770409, -0.02117771
17, 0, 755.0609, -209.25, 78235.03, 0.004884531, 0.004756095, 0.01773938, -0.01564964
18, 0, 761.1034, -210.7557, 78797.96, 0.004346517, 0.006010608, 0.01832903, -0.01822794
19, 0, 766.4019, -212.0697, 79289.27, 0.003430848, 0.005262751, 0.01510317, -0.0159098
20, 0, 769.7855, -212.9035, 79601.01, 0.003201031, 0.005037825, 0.01409047, -0.0150284
21, 0, 772.3015, -213.5219, 79832.2, 0.002932806, 0.004604372, 0.01221954, -0.01338342
22, 0, 773.8199, -213.8936, 79971.18, 0.002695535, 0.004086174, 0.01076963, -0.01166262
23, 0, 774.7939, -214.1316, 80060.18, 0.002523493, 0.003563789, 0.009320596, -0.00989512
24, 0, 775.4528, -214.2925, 80120.34, 0.00292021, 0.003720599, 0.009716597, -0.009911646
25, 0, 775.6929, -214.3506, 80142.05, 0.002338846, 0.002652134, 0.007538594, -0.007056684
26, 0, 775.6198, -214.3318, 80135.02, 0.001799989, 0.001943406, 0.005782129, -0.005274396
27, 0, 775.4019, -214.2776, 80114.75, 0.001450015, 0.001368218, 0.004490346, -0.003611747
28, 0, 775.1559, -214.2167, 80092, 0.001272455, 0.001130953, 0.003641737, -0.002652991
29, 0, 774.9341, -214.1621, 80071.56, 0.001164752, 0.000832616, 0.003089503, -0.001761843
30, 0, 774.7519, -214.1173, 80054.82, 0.001102914, 0.0005537887, 0.002727296, -0.001080484
31, 0, 774.6167, -214.0842, 80042.43, 0.00108322, 0.0003896607, 0.002524569, -0.0006171035
32, 0, 774.525, -214.0618, 80034.07, 0.001068615, 0.0002551883, 0.002361121, -0.0003130542
33, 0, 774.471, -214.0487, 80029.19, 0.001062665, 0.0001922314, 0.002267829, -0.0001665041
34, 0, 774.4475, -214.0433, 80027.14, 0.001045866, 0.0001842256, 0.002167103, -0.0001357413
35, 0, 774.447, -214.0434, 80027.2, 0.001035615, 0.0001956535, 0.00211567, -0.0001370471
36, 0, 774.4615, -214.0473, 80028.65, 0.000991725, 0.0002391166, 0.001998701, -0.0001993295
37, 0, 774.4843, -214.0532, 80030.86, 0.0009495836, 0.0002595921, 0.001900568, -0.0002261699
38, 0, 774.5119, -214.0602, 80033.48, 0.000921367, -4.756684e-06, 0.001844674, 0.0003249336
39, 0, 774.5366, -214.0665, 80035.84, 0.0009473045, 1.962444e-05, 0.001894215, 0.0002917239
40, 0, 774.558, -214.072, 80037.87, 0.0009673945, 3.926864e-05, 0.001934712, 0.0002935251
41, 0, 774.5745, -214.0762, 80039.44, 0.0009416537, 5.351529e-05, 0.001874842, 0.0002877544
42, 0, 774.5859, -214.0791, 80040.53, 0.0008949604, 6.462368e-05, 0.001770259, 0.0002842592
43, 0, 774.5925, -214.0808, 80041.17, 0.0008312979, 6.659079e-05, 0.001624703, 0.0002934354
44, 0, 774.5952, -214.0815, 80041.44, 0.000762622, 5.567805e-05, 0.001469407, 0.0003218088
45, 0, 774.5952, -214.0816, 80041.46, 0.0006990942, 2.622715e-05, 0.001318862, 0.0003834974
46, 0, 774.5935, -214.0812, 80041.31, 0.0006402449, -1.908653e-05, 0.001177615, 0.0004721335
47, 0, 774.5909, -214.0806, 80041.09, 0.0005931555, -6.184098e-05, 0.001052825, 0.0005603415
48, 0, 774.5883, -214.08, 80040.86, 0.000559858, -0.0001120713, 0.0009544372, 0.0006590964
49, 0, 774.5861, -214.0794, 80040.66, 0.0005363935, -0.0001614617, 0.0008754391, 0.0007575316
50, 0, 774.5844, -214.0791, 80040.52, 0.0005210865, -0.0002080956, 0.000812414, 0.0008527712
51, 0, 774.5836, -214.0789, 80040.45, 0.0005122474, -0.0002507161, 0.0007599753, 0.0009439532
52, 0, 774.5836, -214.0789, 80040.46, 0.0005083129, -0.0002890127, 0.0007157577, 0.001029589
53, 0, 774.5843, -214.0791, 80040.52, 0.0005063351, -0.0003244822, 0.0006717818, 0.001113793
54, 0, 774.5855, -214.0794, 80040.64, 0.0005048744, -0.000356153, 0.0006269167, 0.00119236
55, 0, 774.587, -214.0798, 80040.79, 0.0005026407, -0.0003834932, 0.000578347, 0.001264086
56, 0, 774.5888, -214.0802, 80040.96, 0.0004984376, -0.0004071421, 0.0005194765, 0.001332327
57, 0, 774.5906, -214.0807, 80041.13, 0.0004917405, -0.0004275649, 0.0004499005, 0.001397056
58, 0, 774.5923, -214.0811, 80041.3, 0.0004824272, -0.0004453476, 0.000369441, 0.00146002
59, 0, 774.5939, -214.0815, 80041.45, 0.0004704188, -0.0004607941, 0.0002781936, 0.001520956
60, 0, 774.5952, -214.0819, 80041.58, 0.0004595547, -0.0004725444, 0.0001999855, 0.00156854
61, 0, 774.5964, -214.0822, 80041.69, 0.000449046, -0.0004828676, 0.0001274662, 0.001614015
62, 0, 774.5974, -214.0824, 80041.79, 0.0004436016, -0.0004896163, 8.688922e-05, 0.001645689
63, 0, 774.5982, -214.0827, 80041.86, 0.0004403325, -0.0004960875, 5.897877e-05, 0.001679161
64, 0, 774.5989, -214.0828, 80041.93, 0.0004372771, -0.000501368, 3.353586e-05, 0.001708574
65, 0, 774.5994, -214.083, 80041.98, 0.0004346108, -0.0005059425, 1.054299e-05, 0.0017387
66, 0, 774.5998, -214.0831, 80042.02, 0.0004374631, -0.0005072529, 8.01557e-06, 0.001757996
67, 0, 774.6003, -214.0832, 80042.07, 0.0004527214, -0.0005035391, 5.75154e-05, 0.001755042
68, 0, 774.6007, -214.0833, 80042.11, 0.0004727656, -0.0004996833, 0.000133355, 0.001746155
69, 0, 774.6011, -214.0834, 80042.15, 0.000490084, -0.0004975396, 0.000203397, 0.001743937
70, 0, 774.6014, -214.0835, 80042.19, 0.0005117349, -0.0004928258, 0.0003033931, 0.001726104
71, 0, 774.6019, -214.0836, 80042.23, 0.0005411218, -0.0004856392, 0.0004359372, 0.001692932
72, 0, 774.6023, -214.0838, 80042.28, 0.0005846864, -0.0004744321, 0.0005997816, 0.001646412
73, 0, 774.6028, -214.0839, 80042.33, 0.0006214716, -0.0004846536, 0.0007462218, 0.001631737
74, 0, 774.6033, -214.084, 80042.39, 0.0006588818, -0.0005033101, 0.0008870364, 0.001625991
75, 0, 774.6039, -214.0842, 80042.44, 0.0006903038, -0.0005041451, 0.001016366, 0.001602152
76, 0, 774.6044, -214.0843, 80042.49, 0.0007230361, -0.0004975655, 0.001152485, 0.001565684
77, 0, 774.6049, -214.0845, 80042.54, 0.0007583775, -0.0004911874, 0.001306228, 0.001522333
78, 0, 774.6053, -214.0846, 80042.59, 0.0007911157, -0.0004878328, 0.001445314, 0.00148976
79, 0, 774.6057, -214.0847, 80042.63, 0.0008138009, -0.0004879402, 0.001546221, 0.00147027
80, 0, 774.6061, -214.0848, 80042.67, 0.0008358982, -0.000486401, 0.00164057, 0.001447124
81, 0, 774.6065, -214.0849, 80042.71, 0.0008576596, -0.0004849813, 0.001730699, 0.001425389
82, 0, 774.6068, -214.085, 80042.74, 0.000873743, -0.0004857819, 0.001797999, 0.001413635
83, 0, 774.6072, -214.0851, 80042.78, 0.0008830915, -0.0004887358, 0.001815991, 0.001421986
84, 0, 774.6076, -214.0852, 80042.82, 0.0008995715, -0.000485984, 0.001845394, 0.001415189
85, 0, 774.608, -214.0853, 80042.86, 0.0009113119, -0.0004966254, 0.001846307, 0.001438262
86, 0, 774.6083, -214.0854, 80042.9, 0.0009091145, -0.0005099595, 0.001817833, 0.001463808
87, 0, 774.6087, -214.0855, 80042.93, 0.0009019966, -0.0005217774, 0.001777979, 0.001488483
88, 0, 774.609, -214.0856, 80042.97, 0.0008930986, -0.0005311462, 0.001732585, 0.001509326
89, 0, 774.6093, -214.0857, 80043, 0.0008834095, -0.0005384231, 0.001685939, 0.001526562
90, 0, 774.6096, -214.0858, 80043.03, 0.0008687348, -0.0005464679, 0.001620554, 0.001551647
91, 0, 774.6099, -214.0858, 80043.06, 0.0008516011, -0.0005521336, 0.001545688, 0.001575534
92, 0, 774.6102, -214.0859, 80043.09, 0.0008275454, -0.0005510241, 0.001444836, 0.001598018
93, 0, 774.6105, -214.086, 80043.12, 0.0008042333, -0.0005484562, 0.001345349, 0.001614248
94, 0, 774.6108, -214.0861, 80043.15, 0.0007861845, -0.0005452721, 0.001267927, 0.001623943
95, 0, 774.611, -214.0861, 80043.17, 0.0007718864, -0.0005425794, 0.001206558, 0.001630927
96, 0, 774.6112, -214.0862, 80043.19, 0.0007622836, -0.0005396053, 0.001152629, 0.001637965
97, 0, 774.6114, -214.0863, 80043.21, 0.0007558108, -0.0005362809, 0.001109835, 0.001641296
98, 0, 774.6116, -214.0863, 80043.23, 0.0007510569, -0.0005341645, 0.001076347, 0.001644123
99, 0, 774.6118, -214.0864, 80043.25, 0.000746658, -0.0005356875, 0.001049496, 0.001649155
100, 0, 774.612, -214.0864, 80043.27, 0.0007439932, -0.0005369754, 0.001029856, 0.001652554
101, 0, 774.6121, -214.0865, 80043.29, 0.0007428217, -0.0005381464, 0.001016338, 0.001654874
102, 0, 774.6123, -214.0865, 80043.3, 0.0007421717, -0.000539526, 0.00100429, 0.001657872
103, 0, 774.6125, -214.0865, 80043.32, 0.0007373669, -0.0005423382, 0.0009666386, 0.001671764
104, 0, 774.6126, -214.0866, 80043.33, 0.0007362271, -0.0005424112, 0.0009472764, 0.001673044
105, 0, 774.6127, -214.0866, 80043.35, 0.0007371669, -0.0005432122, 0.000937078, 0.001677135
106, 0, 774.6128, -214.0866, 80043.36, 0.0007394008, -0.0005436438, 0.0009336993, 0.001678254
107, 0, 774.6129, -214.0867, 80043.37, 0.0007423511, -0.0005426628, 0.0009357709, 0.001677498
108, 0, 774.613, -214.0867, 80043.38, 0.0007462538, -0.0005409639, 0.0009437371, 0.001674626
109, 0, 774.6131, -214.0867, 80043.39, 0.0007510396, -0.0005395158, 0.0009553015, 0.001672234
110, 0, 774.6132, -214.0868, 80043.4, 0.0007547072, -0.0005386171, 0.0009554168, 0.001675295
111, 0, 774.6133, -214.0868, 80043.41, 0.0007607939, -0.0005362202, 0.0009681503, 0.001671001
112, 0, 774.6134, -214.0868, 80043.42, 0.0007683118, -0.0005341526, 0.0009863564, 0.001668479
113, 0, 774.6134, -214.0868, 80043.42, 0.0007767033, -0.0005317855, 0.001008197, 0.001664481
114, 0, 774.6135, -214.0868, 80043.43, 0.0007857387, -0.0005294331, 0.001031809, 0.001661235
115, 0, 774.6136, -214.0869, 80043.43, 0.0007951249, -0.0005269556, 0.001057939, 0.001657061
116, 0, 774.6136, -214.0869, 80043.44, 0.0008046101, -0.0005245507, 0.001084856, 0.001653395
117, 0, 774.6137, -214.0869, 80043.45, 0.0008140932, -0.0005221183, 0.001112499, 0.001649507
118, 0, 774.6137, -214.0869, 80043.45, 0.000823333, -0.0005197897, 0.001139587, 0.001646158
119, 0, 774.6137, -214.0869, 80043.45, 0.0008321663, -0.0005175665, 0.001166017, 0.001643063
120, 0, 774.6138, -214.0869, 80043.46, 0.0008405314, -0.0005155069, 0.001191467, 0.001640508
121, 0, 774.6138, -214.0869, 80043.46, 0.000848235, -0.0005136331, 0.001215364, 0.001638438
122, 0, 774.6139, -214.0869, 80043.47, 0.0008551718, -0.000511962, 0.001237316, 0.001636909
123, 0, 774.6139, -214.087, 80043.47, 0.0008612925, -0.0005104889, 0.001257144, 0.001635854
124, 0, 774.6139, -214.087, 80043.48, 0.0008665819, -0.0005092057, 0.001274778, 0.001635231
125, 0, 774.614, -214.087, 80043.48, 0.000871032, -0.0005081003, 0.001290201, 0.001634968
126, 0, 774.614, -214.087, 80043.49, 0.0008746505, -0.0005071615, 0.001303445, 0.001635017
127, 0, 774.6141, -214.087, 80043.49, 0.0008774385, -0.0005063624, 0.001314511, 0.00163531
128, 0, 774.6141, -214.087, 80043.5, 0.0008791508, -0.0005057913, 0.001322935, 0.001636002
129, 0, 774.6142, -214.087, 80043.5, 0.000880162, -0.0005052821, 0.001329558, 0.001636725
130, 0, 774.6142, -214.087, 80043.51, 0.0008805136, -0.0005048624, 0.001334567, 0.00163754
131, 0, 774.6143, -214.0871, 80043.51, 0.0008802407, -0.0005045016, 0.001338033, 0.00163829
132, 0, 774.6143, -214.0871, 80043.52, 0.0008793616, -0.0005041767, 0.001339933, 0.001638769
133, 0, 774.6143, -214.0871, 80043.52, 0.0008779422, -0.0005039152, 0.00134071, 0.001639392
134, 0, 774.6144, -214.0871, 80043.53, 0.000875988, -0.0005037167, 0.001340278, 0.001640035
135, 0, 774.6144, -214.0871, 80043.53, 0.000873529, -0.0005035839, 0.001338755, 0.001640752
136, 0, 774.6145, -214.0871, 80043.54, 0.0008705792, -0.0005035231, 0.001336124, 0.001641514
137, 0, 774.6145, -214.0871, 80043.54, 0.0008671926, -0.0005034836, 0.001332508, 0.001642012
138, 0, 774.6146, -214.0872, 80043.55, 0.0008635645, -0.0005035167, 0.001328595, 0.001642571
139, 0, 774.6146, -214.0872, 80043.55, 0.0008592351, -0.0005036574, 0.001322944, 0.001643224
140, 0, 774.6147, -214.0872, 80043.56, 0.0008545243, -0.0005037775, 0.001316392, 0.0016438
141, 0, 774.6147, -214.0872, 80043.56, 0.0008494314, -0.0005039326, 0.001308904, 0.001644401
142, 0, 774.6148, -214.0872, 80043.57, 0.0008440047, -0.000504108, 0.001300609, 0.001645015
143, 0, 774.6148, -214.0872, 80043.58, 0.0008382861, -0.0005043111, 0.001291606, 0.00164578
144, 0, 774.6149, -214.0872, 80043.58, 0.0008318169, -0.0005044608, 0.00127985, 0.001646408
145, 0, 774.6149, -214.0873, 80043.59, 0.0008251603, -0.0005045334, 0.001267827, 0.0016468
146, 0, 774.615, -214.0873, 80043.59, 0.0008184314, -0.000504637, 0.001255484, 0.001647402
147, 0, 774.615, -214.0873, 80043.6, 0.0008118167, -0.0005047181, 0.001243597, 0.001647885
148, 0, 774.6151, -214.0873, 80043.6, 0.000805761, -0.0005045644, 0.001234122, 0.001647378
149, 0, 774.6151, -214.0873, 80043.61, 0.0007996452, -0.0005045783, 0.00122381, 0.001647758
150, 0, 774.6152, -214.0873, 80043.61, 0.0007934909, -0.0005045249, 0.001213063, 0.001648025
151, 0, 774.6152, -214.0873, 80043.62, 0.0007874305, -0.0005044394, 0.001202602, 0.00164827
152, 0, 774.6153, -214.0874, 80043.62, 0.0007819706, -0.0005040467, 0.001195339, 0.001646637
153, 0, 774.6153, -214.0874, 80043.63, 0.0007761625, -0.0005039017, 0.001185779, 0.001646065
154, 0, 774.6154, -214.0874, 80043.63, 0.000770369, -0.0005043809, 0.001176637, 0.001647058
155, 0, 774.6154, -214.0874, 80043.64, 0.0007643737, -0.0005041553, 0.001165549, 0.001646279
156, 0, 774.6155, -214.0874, 80043.64, 0.0007584642, -0.0005040074, 0.001154769, 0.001645883
157, 0, 774.6155, -214.0874, 80043.65, 0.0007523918, -0.0005028893, 0.001142012, 0.001642751
158, 0, 774.6156, -214.0874, 80043.66, 0.000746062, -0.0005036273, 0.001128047, 0.001645395
159, 0, 774.6156, -214.0875, 80043.66, 0.0007384753, -0.0005030102, 0.001104822, 0.001643642
160, 0, 774.6157, -214.0875, 80043.67, 0.0007311429, -0.0005022866, 0.001083514, 0.001641554
161, 0, 774.6157, -214.0875, 80043.67, 0.0007235762, -0.0005015926, 0.001060367, 0.001639668
162, 0, 774.6158, -214.0875, 80043.68, 0.000715922, -0.0005007653, 0.001036642, 0.001637342
163, 0, 774.6159, -214.0875, 80043.69, 0.0007082248, -0.0004998886, 0.001012266, 0.001634966
164, 0, 774.6159, -214.0875, 80043.69, 0.0006991889, -0.0004996604, 0.0009818242, 0.001635797
165, 0, 774.616, -214.0876, 80043.7, 0.0006898159, -0.0004992252, 0.0009493224, 0.001636492
166, 0, 774.616, -214.0876, 80043.71, 0.0006807333, -0.0004985389, 0.0009173378, 0.001636507
167, 0, 774.6161, -214.0876, 80043.71, 0.0006717808, -0.0004977534, 0.0008854031, 0.001636256
168, 0, 774.6162, -214.0876, 80043.72, 0.000662943, -0.0004968407, 0.0008537612, 0.001635452
169, 0, 774.6162, -214.0876, 80043.72, 0.0006541767, -0.0004958667, 0.000822049, 0.001634495
170, 0, 774.6163, -214.0876, 80043.73, 0.0006454249, -0.0004948255, 0.0007901169, 0.001633285
171, 0, 774.6163, -214.0877, 80043.74, 0.0006360688, -0.0004937197, 0.0007553761, 0.001631866
172, 0, 774.6164, -214.0877, 80043.74, 0.0006267139, -0.0004924498, 0.0007204487, 0.00162988
173, 0, 774.6164, -214.0877, 80043.75, 0.0006172427, -0.0004912116, 0.0006847688, 0.001628103
174, 0, 774.6165, -214.0877, 80043.76, 0.0006061312, -0.0004900453, 0.0006384546, 0.001626785
175, 0, 774.6166, -214.0877, 80043.76, 0.0005950355, -0.0004884055, 0.000593166, 0.001623561
176, 0, 774.6166, -214.0878, 80043.77, 0.0005839558, -0.000486902, 0.0005477246, 0.001621036
177, 0, 774.6167, -214.0878, 80043.78, 0.0005734609, -0.0004850229, 0.000504951, 0.001616493
178, 0, 774.6168, -214.0878, 80043.79, 0.0005638296, -0.0004829755, 0.000465832, 0.001610774
179, 0, 774.6169, -214.0878, 80043.79, 0.0005536457, -0.0004812962, 0.0004240121, 0.001606449
180, 0, 774.6169, -214.0878, 80043.8, 0.0005426168, -0.0004797851, 0.0003788264, 0.001602754
181, 0, 774.617, -214.0879, 80043.81, 0.0005301137, -0.0004788486, 0.0003278188, 0.001601467
182, 0, 774.6171, -214.0879, 80043.82, 0.0005175246, -0.0004774998, 0.0002756428, 0.001599011
183, 0, 774.6172, -214.0879, 80043.83, 0.0005047876, -0.0004761139, 0.0002223228, 0.00159653
184, 0, 774.6173, -214.0879, 80043.84, 0.0004918449, -0.0004745972, 0.0001677153, 0.001593608
185, 0, 774.6174, -214.088, 80043.85, 0.0004786408, -0.0004729822, 0.000111677, 0.001590327
186, 0, 774.6175, -214.088, 80043.86, 0.0004657698, -0.0004709866, 5.852112e-05, 0.001584402
187, 0, 774.6176, -214.088, 80043.87, 0.0004505842, -0.0004693783, -5.536079e-06, 0.001580106
188, 0, 774.6177, -214.088, 80043.88, 0.0004339683, -0.0004672752, -7.556886e-05, 0.001573838
189, 0, 774.6178, -214.0881, 80043.89, 0.0004174541, -0.0004648472, -0.0001441187, 0.00156635
190, 0, 774.6179, -214.0881, 80043.9, 0.0004015373, -0.0004622646, -0.0002083753, 0.001557903
191, 0, 774.618, -214.0881, 80043.92, 0.000385182, -0.0004593092, -0.0002751758, 0.001547424
192, 0, 774.6182, -214.0882, 80043.93, 0.0003686552, -0.0004560937, -0.0003427785, 0.001535849
193, 0, 774.6183, -214.0882, 80043.94, 0.0003524976, -0.0004528136, -0.0004092861, 0.001524218
194, 0, 774.6184, -214.0882, 80043.95, 0.0003368514, -0.0004495397, -0.0004741483, 0.001512648
195, 0, 774.6185, -214.0883, 80043.97, 0.0003215944, -0.0004463291, -0.0005379644, 0.001501429
196, 0, 774.6186, -214.0883, 80043.98, 0.0003066635, -0.0004431666, -0.0006008608, 0.001490436
197, 0, 774.6187, -214.0883, 80043.99, 0.0002920338, -0.0004400629, -0.0006627424, 0.001479751
198, 0, 774.6188, -214.0884, 80044, 0.0002776228, -0.0004370113, -0.0007239077, 0.001469277
199, 0, 774.619, -214.0884, 80044.01, 0.0002619023, -0.0004338101, -0.0007937206, 0.001457893
200, 0, 774.6191, -214.0884, 80044.03, 0.0002423064, -0.0004295562, -0.000884236, 0.001441253
201, 0, 774.6192, -214.0885, 80044.04, 0.0002257239, -0.0004242266, -0.0009570623, 0.001420537
202, 0, 774.6194, -214.0885, 80044.06, 0.000210546, -0.0004197208, -0.001022934, 0.001402757
203, 0, 774.6195, -214.0885, 80044.07, 0.0001966022, -0.000415297, -0.00108165, 0.001384591
204, 0, 774.6197, -214.0886, 80044.08, 0.0001843724, -0.0004112697, -0.001132093, 0.001367771
205, 0, 774.6198, -214.0886, 80044.1, 0.0001731672, -0.0004077585, -0.001177722, 0.001352712
206, 0, 774.6199, -214.0887, 80044.11, 0.0001628026, -0.0004046512, -0.001219457, 0.001339182
207, 0, 774.62, -214.0887, 80044.12, 0.0001532579, -0.0004018877, -0.001257154, 0.001326796
208, 0, 774.6202, -214.0887, 80044.13, 0.0001444655, -0.0003994631, -0.001291095, 0.00131555
209, 0, 774.6203, -214.0888, 80044.14, 0.0001363833, -0.0003973405, -0.001321346, 0.001305244
210, 0, 774.6204, -214.0888, 80044.16, 0.0001289792, -0.0003955072, -0.00134796, 0.001295809
211, 0, 774.6205, -214.0888, 80044.17, 0.000122219, -0.0003939543, -0.001371003, 0.001287175
212, 0, 774.6206, -214.0888, 80044.18, 0.0001168987, -0.0003926478, -0.001385162, 0.001279131
213, 0, 774.6207, -214.0889, 80044.19, 0.0001123223, -0.0003918627, -0.00139528, 0.001272823
214, 0, 774.6208, -214.0889, 80044.2, 0.0001080673, -0.0003913549, -0.00140345, 0.001267207
215, 0, 774.6209, -214.0889, 80044.21, 0.0001042706, -0.000391088, -0.001408646, 0.001262223
216, 0, 774.621, -214.0889, 80044.22, 0.0001008838, -0.0003910982, -0.001411091, 0.001257964
217, 0, 774.6211, -214.089, 80044.23, 9.735507e-05, -0.0003915248, -0.001414439, 0.001255786
218, 0, 774.6212, -214.089, 80044.24, 9.40393e-05, -0.0003920334, -0.001416287, 0.001253771
219, 0, 774.6213, -214.089, 80044.25, 9.11341e-05, -0.0003927405, -0.001415593, 0.001252319
220, 0, 774.6214, -214.089, 80044.25, 8.762745e-05, -0.0003940032, -0.001418038, 0.001253688
221, 0, 774.6215, -214.0891, 80044.26, 8.424573e-05, -0.0003952318, -0.001419603, 0.001254966
